model,task_idx,task_name,row_index,token,shap_value,abs_shap_value
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,0,[''],-0.0008050184696912766,0.0008050184696912766
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,1,[''],-0.0003794007352553308,0.0003794007352553308
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,2,[''],-0.00022171763703227043,0.00022171763703227043
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,3,[''],0.00026950379833579063,0.00026950379833579063
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
